,GO:0004000,GO:0004332,GO:0001674,GO:0003429,GO:0004185,GO:0003785,GO:0004867,GO:0008146,GO:0005576,GO:0004563,GO:0001678,GO:0001825,GO:0005764,GO:0006096,GO:0005534,GO:0005911,GO:0002175,GO:0071466,GO:0005581,GO:0008289,GO:0004340,GO:0030414,GO:0046274,GO:0005856,GO:0042151,GO:0007155,GO:0004396,GO:0021846,GO:0052716,GO:0042788,GO:0006154,GO:0033296,GO:0006689,GO:0005536,GO:0098556,GO:0042564,GO:0031012,GO:0042995,GO:0030054,GO:0007611,GO:0009117,GO:0043025,GO:0006000,GO:0009168,GO:0060473,GO:0060134,GO:0009313,GO:0006915,GO:1903777,GO:0071944,GO:0070208,GO:0006013,GO:0007413,GO:0043103,GO:0007016,GO:0016004,GO:0010634,GO:0046103,GO:0008865,GO:0014069,GO:0060205,GO:0019158,GO:0021801,GO:0030865,GO:0019915,GO:0032428,GO:0030913,GO:0050877,GO:0031032,GO:0050885,GO:0030517,GO:0033270,GO:0051345,GO:0043217,GO:0033601,GO:0044224,GO:0071205,GO:0050771,GO:0051292,GO:0060317,GO:0071782,GO:0071786,GO:0071787,GO:0098826,GO:1905552,GO:1905580,GO:1990809,GO:2000172
GO:0004000,1,0.465785357671674,0,0,0.69115467439778,0.332596355152565,0.332596355152565,0.465785357671674,0,0.748984787000879,0,0,0,0,0.332596355152565,0,0,0,0,0.332596355152565,0.465785357671674,0.360425270129682,0,0,0,0,0.550848913731135,0,0.465785357671674,0,0,0.332596355152565,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332596355152565,0,0,0,0,0,0,0.332596355152565,0,0,0.465785357671674,0,0,0.465785357671674,0,0,0,0.69115467439778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0004332,0.465785357671674,1,0,0,0.465785357671674,0.332596355152565,0.332596355152565,0.465785357671674,0,0.504758427927616,0,0,0,0,0.332596355152565,0,0,0,0,0.332596355152565,0.465785357671674,0.360425270129682,0,0,0,0,0.550848913731135,0,0.465785357671674,0,0,0.332596355152565,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332596355152565,0,0,0,0,0,0,0.332596355152565,0,0,0.465785357671674,0,0,0.465785357671674,0,0,0,0.465785357671674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0001674,0,0,1,0,0,0,0,0,0.311362694870564,0,0,0,0.84557733719889,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,0.600823207397623,0.600823207397623,0,0,0,0,0.600823207397623,0,0,0,0,0.446400544596512,0.446400544596512,0.311362694870564,0.368803103953531,0.337414952594869,0,0,0.368803103953531,0,0,0.755245870198733,0,0,0,0,0.368803103953531,0,0,0,0,0,0,0,0,0,0.600823207397623,0.446400544596512,0,0,0,0,0,0,0,0,0,0,0.368803103953531,0,0,0,0.368803103953531,0,0,0,0,0.446400544596512,0,0,0.446400544596512,0,0,0,0
GO:0003429,0,0,0,1,0,0,0,0,0,0,0.344023721987943,0.69115467439778,0,0.344023721987943,0,0,0.147036854598768,0.28288336150957,0,0,0,0,0.344023721987943,0,0,0.147036854598768,0,0.28288336150957,0,0,0.344023721987943,0,0.344023721987943,0,0,0,0,0,0,0.28288336150957,0.372808784605128,0,0.28288336150957,0.344023721987943,0,0.147036854598768,0.28288336150957,0.344023721987943,0,0,0.465785357671674,0.28288336150957,0.344023721987943,0.344023721987943,0.465785357671674,0,0.147036854598768,0.344023721987943,0,0,0,0,0.344023721987943,0.465785357671674,0.147036854598768,0,0.69115467439778,0.167539895230883,0.465785357671674,0.147036854598768,0.147036854598768,0,0.147036854598768,0.465785357671674,0.147036854598768,0,0.147036854598768,0.159339683724044,0.465785357671674,0.84557733719889,0,0.530735170018018,0.465785357671674,0,0.147036854598768,0.147036854598768,0.465785357671674,0.147036854598768
GO:0004185,0.69115467439778,0.465785357671674,0,0,1,0.332596355152565,0.332596355152565,0.465785357671674,0,0.748984787000879,0,0,0,0,0.332596355152565,0,0,0,0,0.332596355152565,0.465785357671674,0.360425270129682,0,0,0,0,0.550848913731135,0,0.465785357671674,0,0,0.332596355152565,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332596355152565,0,0,0,0,0,0,0.332596355152565,0,0,0.465785357671674,0,0,0.465785357671674,0,0,0,0.69115467439778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0003785,0.332596355152565,0.332596355152565,0,0,0.332596355152565,1,0.332596355152565,0.332596355152565,0,0.360425270129682,0,0,0,0,0.600823207397623,0,0,0,0,0.600823207397623,0.332596355152565,0.360425270129682,0,0,0,0,0.393336411136967,0,0.332596355152565,0,0,0.600823207397623,0,0.600823207397623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600823207397623,0,0,0,0,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0004867,0.332596355152565,0.332596355152565,0,0,0.332596355152565,0.332596355152565,1,0.332596355152565,0,0.360425270129682,0,0,0,0,0.332596355152565,0,0,0,0,0.332596355152565,0.332596355152565,0.916328262333626,0,0,0,0,0.393336411136967,0,0.332596355152565,0,0,0.332596355152565,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332596355152565,0,0,0,0,0,0,0.755245870198733,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0008146,0.465785357671674,0.465785357671674,0,0,0.465785357671674,0.332596355152565,0.332596355152565,1,0,0.504758427927616,0,0,0,0,0.332596355152565,0,0,0,0,0.332596355152565,0.641441680754785,0.360425270129682,0,0,0,0,0.758584286186835,0,0.465785357671674,0,0,0.332596355152565,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332596355152565,0,0,0,0,0,0,0.332596355152565,0,0,0.641441680754785,0,0,0.641441680754785,0,0,0,0.465785357671674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0005576,0,0,0.311362694870564,0,0,0,0,0,1,0,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0.311362694870564,0.311362694870564,0.311362694870564,0.337414952594869,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0,0,0,0,0,0,0,0.311362694870564,0.311362694870564,0,0,0,0,0,0,0,0,0,0,0.311362694870564,0,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0
GO:0004563,0.748984787000879,0.504758427927616,0,0,0.748984787000879,0.360425270129682,0.360425270129682,0.504758427927616,0,1,0,0,0,0,0.360425270129682,0,0,0,0,0.360425270129682,0.504758427927616,0.393336411136967,0,0,0,0,0.606202453201611,0,0.504758427927616,0,0,0.360425270129682,0,0.360425270129682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360425270129682,0,0,0,0,0,0,0.360425270129682,0,0,0.504758427927616,0,0,0.504758427927616,0,0,0,0.916328262333626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0001678,0,0,0,0.344023721987943,0,0,0,0,0,0,1,0.28288336150957,0,0.344023721987943,0,0,0.147036854598768,0.28288336150957,0,0,0,0,0.344023721987943,0,0,0.147036854598768,0,0.28288336150957,0,0,0.344023721987943,0,0.344023721987943,0,0,0,0,0,0,0.28288336150957,0.372808784605128,0,0.28288336150957,0.344023721987943,0,0.446400544596512,0.28288336150957,0.344023721987943,0,0,0.28288336150957,0.28288336150957,0.344023721987943,0.344023721987943,0.755245870198733,0,0.446400544596512,0.344023721987943,0,0,0,0,0.344023721987943,0.28288336150957,0.755245870198733,0,0.344023721987943,0.167539895230883,0.344023721987943,0.147036854598768,0.446400544596512,0,0.446400544596512,0.344023721987943,0.446400544596512,0,0.147036854598768,0.483751653858118,0.28288336150957,0.344023721987943,0,0.322329043825115,0.28288336150957,0,0.446400544596512,0.446400544596512,0.344023721987943,0.446400544596512
GO:0001825,0,0,0,0.69115467439778,0,0,0,0,0,0,0.28288336150957,1,0,0.28288336150957,0,0,0.147036854598768,0.147036854598768,0,0,0,0,0.28288336150957,0,0,0.147036854598768,0,0.28288336150957,0,0,0.28288336150957,0,0.28288336150957,0,0,0,0,0,0,0.28288336150957,0.30655270392398,0,0.28288336150957,0.28288336150957,0,0.147036854598768,0.28288336150957,0.28288336150957,0,0,0.147036854598768,0.28288336150957,0.28288336150957,0.28288336150957,0.28288336150957,0,0.147036854598768,0.28288336150957,0,0,0,0,0.28288336150957,0.147036854598768,0.147036854598768,0,0.84557733719889,0.167539895230883,0.28288336150957,0.147036854598768,0.147036854598768,0,0.147036854598768,0.28288336150957,0.147036854598768,0,0.147036854598768,0.159339683724044,0.147036854598768,0.69115467439778,0,0.167539895230883,0.147036854598768,0,0.147036854598768,0.147036854598768,0.28288336150957,0.147036854598768
GO:0005764,0,0,0.84557733719889,0,0,0,0,0,0.311362694870564,0,0,0,1,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,0.600823207397623,0.600823207397623,0,0,0,0,0.600823207397623,0,0,0,0,0.53673201159667,0.446400544596512,0.311362694870564,0.368803103953531,0.337414952594869,0,0,0.368803103953531,0,0,0.755245870198733,0,0,0,0,0.368803103953531,0,0,0,0,0,0,0,0,0,0.600823207397623,0.53673201159667,0,0,0,0,0,0,0,0,0,0,0.368803103953531,0,0,0,0.368803103953531,0,0,0,0,0.53673201159667,0,0,0.53673201159667,0,0,0,0
GO:0006096,0,0,0,0.344023721987943,0,0,0,0,0,0,0.344023721987943,0.28288336150957,0,1,0,0,0.147036854598768,0.28288336150957,0,0,0,0,0.641441680754785,0,0,0.147036854598768,0,0.28288336150957,0,0,0.755245870198733,0,0.69115467439778,0,0,0,0,0,0,0.28288336150957,0.916328262333626,0,0.69115467439778,0.84557733719889,0,0.147036854598768,0.84557733719889,0.344023721987943,0,0,0.28288336150957,0.69115467439778,0.344023721987943,0.69115467439778,0.344023721987943,0,0.147036854598768,0.755245870198733,0,0,0,0,0.344023721987943,0.28288336150957,0.147036854598768,0,0.344023721987943,0.167539895230883,0.344023721987943,0.147036854598768,0.147036854598768,0,0.147036854598768,0.344023721987943,0.147036854598768,0,0.147036854598768,0.159339683724044,0.28288336150957,0.344023721987943,0,0.322329043825115,0.28288336150957,0,0.147036854598768,0.147036854598768,0.344023721987943,0.147036854598768
GO:0005534,0.332596355152565,0.332596355152565,0,0,0.332596355152565,0.600823207397623,0.332596355152565,0.332596355152565,0,0.360425270129682,0,0,0,0,1,0,0,0,0,0.600823207397623,0.332596355152565,0.360425270129682,0,0,0,0,0.393336411136967,0,0.332596355152565,0,0,0.755245870198733,0,0.755245870198733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69115467439778,0,0,0,0,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0005911,0,0,0.311362694870564,0,0,0,0,0,0.311362694870564,0,0,0,0.311362694870564,0,0,1,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0.311362694870564,0.311362694870564,0.311362694870564,0.916328262333626,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0,0,0,0,0,0,0,0.311362694870564,0.311362694870564,0,0,0,0,0,0,0,0,0,0,0.311362694870564,0,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0
GO:0002175,0,0,0,0.147036854598768,0,0,0,0,0,0,0.147036854598768,0.147036854598768,0,0.147036854598768,0,0,1,0.147036854598768,0,0,0,0,0.147036854598768,0,0,0.147036854598768,0,0.147036854598768,0,0,0.147036854598768,0,0.147036854598768,0,0,0,0,0,0,0.147036854598768,0.159339683724044,0,0.147036854598768,0.147036854598768,0,0.147036854598768,0.147036854598768,0.147036854598768,0,0,0.147036854598768,0.147036854598768,0.147036854598768,0.147036854598768,0.69115467439778,0,0.147036854598768,0.147036854598768,0,0,0,0,0.147036854598768,0.147036854598768,0.69115467439778,0,0.147036854598768,0.167539895230883,0.147036854598768,0.147036854598768,0.147036854598768,0,0.147036854598768,0.147036854598768,0.147036854598768,0,0.84557733719889,0.159339683724044,0.147036854598768,0.147036854598768,0,0.167539895230883,0.147036854598768,0,0.147036854598768,0.147036854598768,0.147036854598768,0.147036854598768
GO:0071466,0,0,0,0.28288336150957,0,0,0,0,0,0,0.28288336150957,0.147036854598768,0,0.28288336150957,0,0,0.147036854598768,1,0,0,0,0,0.28288336150957,0,0,0.147036854598768,0,0.147036854598768,0,0,0.28288336150957,0,0.28288336150957,0,0,0,0,0,0,0.147036854598768,0.30655270392398,0,0.147036854598768,0.28288336150957,0,0.147036854598768,0.147036854598768,0.28288336150957,0,0,0.28288336150957,0.147036854598768,0.28288336150957,0.28288336150957,0.28288336150957,0,0.147036854598768,0.28288336150957,0,0,0,0,0.28288336150957,0.28288336150957,0.147036854598768,0,0.28288336150957,0.167539895230883,0.28288336150957,0.147036854598768,0.147036854598768,0,0.147036854598768,0.28288336150957,0.147036854598768,0,0.147036854598768,0.159339683724044,0.28288336150957,0.28288336150957,0,0.322329043825115,0.28288336150957,0,0.147036854598768,0.147036854598768,0.28288336150957,0.147036854598768
GO:0005581,0,0,0.311362694870564,0,0,0,0,0,0.311362694870564,0,0,0,0.311362694870564,0,0,0.311362694870564,0,0,1,0,0,0,0,0.311362694870564,0.311362694870564,0,0,0,0,0.755245870198733,0,0,0,0,0.311362694870564,0.84557733719889,0.311362694870564,0.311362694870564,0.337414952594869,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0,0,0,0,0,0,0,0.311362694870564,0.311362694870564,0,0,0,0,0,0,0,0,0,0,0.311362694870564,0,0,0,0.311362694870564,0,0,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0
GO:0008289,0.332596355152565,0.332596355152565,0,0,0.332596355152565,0.600823207397623,0.332596355152565,0.332596355152565,0,0.360425270129682,0,0,0,0,0.600823207397623,0,0,0,0,1,0.332596355152565,0.360425270129682,0,0,0,0,0.393336411136967,0,0.332596355152565,0,0,0.600823207397623,0,0.600823207397623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600823207397623,0,0,0,0,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0004340,0.465785357671674,0.465785357671674,0,0,0.465785357671674,0.332596355152565,0.332596355152565,0.641441680754785,0,0.504758427927616,0,0,0,0,0.332596355152565,0,0,0,0,0.332596355152565,1,0.360425270129682,0,0,0,0,0.817376062475066,0,0.465785357671674,0,0,0.332596355152565,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332596355152565,0,0,0,0,0,0,0.332596355152565,0,0,0.69115467439778,0,0,0.69115467439778,0,0,0,0.465785357671674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0030414,0.360425270129682,0.360425270129682,0,0,0.360425270129682,0.360425270129682,0.916328262333626,0.360425270129682,0,0.393336411136967,0,0,0,0,0.360425270129682,0,0,0,0,0.360425270129682,0.360425270129682,1,0,0,0,0,0.43286188176297,0,0.360425270129682,0,0,0.360425270129682,0,0.360425270129682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360425270129682,0,0,0,0,0,0,0.818438604523613,0,0,0.360425270129682,0,0,0.360425270129682,0,0,0,0.360425270129682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0046274,0,0,0,0.344023721987943,0,0,0,0,0,0,0.344023721987943,0.28288336150957,0,0.641441680754785,0,0,0.147036854598768,0.28288336150957,0,0,0,0,1,0,0,0.147036854598768,0,0.28288336150957,0,0,0.84557733719889,0,0.755245870198733,0,0,0,0,0,0,0.28288336150957,0.61387920851676,0,0.465785357671674,0.566480777508062,0,0.147036854598768,0.641441680754785,0.344023721987943,0,0,0.28288336150957,0.465785357671674,0.344023721987943,0.566480777508062,0.344023721987943,0,0.147036854598768,0.566480777508062,0,0,0,0,0.344023721987943,0.28288336150957,0.147036854598768,0,0.344023721987943,0.167539895230883,0.344023721987943,0.147036854598768,0.147036854598768,0,0.147036854598768,0.344023721987943,0.147036854598768,0,0.147036854598768,0.159339683724044,0.28288336150957,0.344023721987943,0,0.322329043825115,0.28288336150957,0,0.147036854598768,0.147036854598768,0.344023721987943,0.147036854598768
GO:0005856,0,0,0.600823207397623,0,0,0,0,0,0.311362694870564,0,0,0,0.600823207397623,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,1,0.69115467439778,0,0,0,0,0.69115467439778,0,0,0,0,0.446400544596512,0.446400544596512,0.311362694870564,0.368803103953531,0.337414952594869,0,0,0.368803103953531,0,0,0.566480777508062,0,0,0,0,0.368803103953531,0,0,0,0,0,0,0,0,0,0.69115467439778,0.446400544596512,0,0,0,0,0,0,0,0,0,0,0.368803103953531,0,0,0,0.368803103953531,0,0,0,0,0.446400544596512,0,0,0.446400544596512,0,0,0,0
GO:0042151,0,0,0.600823207397623,0,0,0,0,0,0.311362694870564,0,0,0,0.600823207397623,0,0,0.311362694870564,0,0,0.311362694870564,0,0,0,0,0.69115467439778,1,0,0,0,0,0.69115467439778,0,0,0,0,0.53673201159667,0.446400544596512,0.311362694870564,0.368803103953531,0.337414952594869,0,0,0.368803103953531,0,0,0.566480777508062,0,0,0,0,0.368803103953531,0,0,0,0,0,0,0,0,0,0.69115467439778,0.53673201159667,0,0,0,0,0,0,0,0,0,0,0.368803103953531,0,0,0,0.368803103953531,0,0,0,0,0.53673201159667,0,0,0.53673201159667,0,0,0,0
GO:0007155,0,0,0,0.147036854598768,0,0,0,0,0,0,0.147036854598768,0.147036854598768,0,0.147036854598768,0,0,0.147036854598768,0.147036854598768,0,0,0,0,0.147036854598768,0,0,1,0,0.147036854598768,0,0,0.147036854598768,0,0.147036854598768,0,0,0,0,0,0,0.147036854598768,0.159339683724044,0,0.147036854598768,0.147036854598768,0,0.147036854598768,0.147036854598768,0.147036854598768,0,0,0.147036854598768,0.147036854598768,0.147036854598768,0.147036854598768,0.147036854598768,0,0.147036854598768,0.147036854598768,0,0,0,0,0.147036854598768,0.147036854598768,0.147036854598768,0,0.147036854598768,0.167539895230883,0.147036854598768,0.147036854598768,0.147036854598768,0,0.147036854598768,0.147036854598768,0.147036854598768,0,0.147036854598768,0.159339683724044,0.147036854598768,0.147036854598768,0,0.167539895230883,0.147036854598768,0,0.147036854598768,0.147036854598768,0.147036854598768,0.147036854598768
GO:0004396,0.550848913731135,0.550848913731135,0,0,0.550848913731135,0.393336411136967,0.393336411136967,0.758584286186835,0,0.606202453201611,0,0,0,0,0.393336411136967,0,0,0,0,0.393336411136967,0.817376062475066,0.43286188176297,0,0,0,0,1,0,0.550848913731135,0,0,0.393336411136967,0,0.393336411136967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393336411136967,0,0,0,0,0,0,0.393336411136967,0,0,0.817376062475066,0,0,0.817376062475066,0,0,0,0.550848913731135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0021846,0,0,0,0.28288336150957,0,0,0,0,0,0,0.28288336150957,0.28288336150957,0,0.28288336150957,0,0,0.147036854598768,0.147036854598768,0,0,0,0,0.28288336150957,0,0,0.147036854598768,0,1,0,0,0.28288336150957,0,0.28288336150957,0,0,0,0,0,0,0.28288336150957,0.30655270392398,0,0.28288336150957,0.28288336150957,0,0.147036854598768,0.28288336150957,0.28288336150957,0,0,0.147036854598768,0.28288336150957,0.28288336150957,0.28288336150957,0.28288336150957,0,0.147036854598768,0.28288336150957,0,0,0,0,0.28288336150957,0.147036854598768,0.147036854598768,0,0.28288336150957,0.167539895230883,0.28288336150957,0.147036854598768,0.147036854598768,0,0.147036854598768,0.28288336150957,0.147036854598768,0,0.147036854598768,0.159339683724044,0.147036854598768,0.28288336150957,0,0.167539895230883,0.147036854598768,0,0.147036854598768,0.147036854598768,0.28288336150957,0.147036854598768
GO:0052716,0.465785357671674,0.465785357671674,0,0,0.465785357671674,0.332596355152565,0.332596355152565,0.465785357671674,0,0.504758427927616,0,0,0,0,0.332596355152565,0,0,0,0,0.332596355152565,0.465785357671674,0.360425270129682,0,0,0,0,0.550848913731135,0,1,0,0,0.332596355152565,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332596355152565,0,0,0,0,0,0,0.332596355152565,0,0,0.465785357671674,0,0,0.465785357671674,0,0,0,0.465785357671674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0042788,0,0,0.600823207397623,0,0,0,0,0,0.311362694870564,0,0,0,0.600823207397623,0,0,0.311362694870564,0,0,0.755245870198733,0,0,0,0,0.69115467439778,0.69115467439778,0,0,0,0,1,0,0,0,0,0.53673201159667,0.755245870198733,0.311362694870564,0.368803103953531,0.337414952594869,0,0,0.368803103953531,0,0,0.566480777508062,0,0,0,0,0.368803103953531,0,0,0,0,0,0,0,0,0,0.69115467439778,0.53673201159667,0,0,0,0,0,0,0,0,0,0,0.368803103953531,0,0,0,0.368803103953531,0,0,0,0,0.53673201159667,0,0,0.53673201159667,0,0,0,0
GO:0006154,0,0,0,0.344023721987943,0,0,0,0,0,0,0.344023721987943,0.28288336150957,0,0.755245870198733,0,0,0.147036854598768,0.28288336150957,0,0,0,0,0.84557733719889,0,0,0.147036854598768,0,0.28288336150957,0,0,1,0,0.84557733719889,0,0,0,0,0,0,0.28288336150957,0.651095129190866,0,0.53673201159667,0.600823207397623,0,0.147036854598768,0.641441680754785,0.344023721987943,0,0,0.28288336150957,0.53673201159667,0.344023721987943,0.69115467439778,0.344023721987943,0,0.147036854598768,0.755245870198733,0,0,0,0,0.344023721987943,0.28288336150957,0.147036854598768,0,0.344023721987943,0.167539895230883,0.344023721987943,0.147036854598768,0.147036854598768,0,0.147036854598768,0.344023721987943,0.147036854598768,0,0.147036854598768,0.159339683724044,0.28288336150957,0.344023721987943,0,0.322329043825115,0.28288336150957,0,0.147036854598768,0.147036854598768,0.344023721987943,0.147036854598768
GO:0033296,0.332596355152565,0.332596355152565,0,0,0.332596355152565,0.600823207397623,0.332596355152565,0.332596355152565,0,0.360425270129682,0,0,0,0,0.755245870198733,0,0,0,0,0.600823207397623,0.332596355152565,0.360425270129682,0,0,0,0,0.393336411136967,0,0.332596355152565,0,0,1,0,0.755245870198733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69115467439778,0,0,0,0,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0.332596355152565,0,0,0,0.332596355152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
