gene,GO
KS6A3,GO:0019901
PDCD5,GO:1903638
SDCB1,GO:0008284
PRP19,GO:0010498
SPTCB,GO:0016199
SPTN5,GO:0030507
DMBT1,GO:0030855
FAT4.1.1.m.65727,GO:0035329
LAMA,GO:0035011
SYNE1.1.2.m.37063,GO:0007283
SYNE1.2.2.m.54514,GO:0007283
ITB1.1.1.m.21821,GO:0046982
FAT4.1.1.m.34344,GO:0035329
PDIA1,GO:0042470
PGBM,GO:0006898
UNC22.2.7.m.2274,GO:0035095
UNC22.3.7.m.20773,GO:0035095
UNC22.5.7.m.43551,GO:0035095
UNC22.7.7.m.54053,GO:0035095
PLOD3,GO:0030199
PSMD2,GO:0043161
RCC1,GO:0031491
RS5,GO:0022627
COR1B,GO:0042060
ZASP,GO:0046872
SPTCA.1.2.m.1905,GO:0008092
SPTCA.2.2.m.25615,GO:0008092
TBA1,GO:0048471
TBA1A,GO:0046982
UNC22.19.19.m.66288,GO:0035095
TITIN.8.19.m.35861,GO:0006936
TLN1,GO:0009986
U5S1,GO:0042220
HTS,GO:0030724
KAD9.2.3.m.49697,GO:0061565
KAD9.3.3.m.63103,GO:0061565
ARP3,GO:0051015
AT2B3,GO:1903561
PDC6I,GO:0042470
CRB,GO:0016028
TITIN.m.27774,GO:0008307
CROCC,GO:0035253
DYH5.1.2.m.56799,GO:0051959
DYH5.2.2.m.61452,GO:0051959
DYH7.2.2.m.46648,GO:0051959
DYH1,GO:0051959
FAS,GO:0047117
FLNA.2.6.m.11845,GO:0035182
FLNA.2.5.m.37450,GO:0015629
FLNA.3.5.m.38669,GO:0015629
HMCN1,GO:0051301
H90A1,GO:0030240
SODC,GO:0005739
ANM1,GO:0019919
ITB1.1.1.m.59423,GO:0055037
KS6A3,GO:0030307
PDCD5,GO:1903645
SDCB1,GO:0008289
PRP19,GO:0016607
SPTCB,GO:0016327
SPTN5,GO:0031941
DMBT1,GO:0031012
FAT4.1.1.m.65727,GO:0043931
LAMA,GO:0036062
SYNE1.1.2.m.37063,GO:0016021
SYNE1.2.2.m.54514,GO:0016021
ITB1.1.1.m.21821,GO:0055037
FAT4.1.1.m.34344,GO:0043931
PDIA1,GO:0045454
PGBM,GO:0006954
UNC22.2.7.m.2274,GO:0040017
UNC22.3.7.m.20773,GO:0040017
UNC22.5.7.m.43551,GO:0040017
UNC22.7.7.m.54053,GO:0040017
PLOD3,GO:0031418
PSMD2,GO:0043312
RCC1,GO:0031492
RS5,GO:0070062
COR1B,GO:0042802
ZASP,GO:0051371
SPTCA.1.2.m.1905,GO:0008360
SPTCA.2.2.m.25615,GO:0008360
TBA1A,GO:0050807
UNC22.19.19.m.66288,GO:0040017
TITIN.8.19.m.35861,GO:0007507
TLN1,GO:0016032
U5S1,GO:0046540
HTS,GO:0035183
KAD9.2.3.m.49697,GO:0061566
KAD9.3.3.m.63103,GO:0061566
ARP3,GO:0051653
AT2B3,GO:1903779
PDC6I,GO:0042641
CRB,GO:0016324
TITIN.m.27774,GO:0010628
CROCC,GO:0045494
DYH5.1.2.m.56799,GO:0060271
DYH5.2.2.m.61452,GO:0060271
DYH7.2.2.m.46648,GO:0060285
DYH1,GO:0060294
FAS,GO:0047451
FLNA.2.6.m.11845,GO:0035183
FLNA.2.5.m.37450,GO:0016020
FLNA.3.5.m.38669,GO:0016020
HMCN1,GO:0062023
H90A1,GO:0030241
SODC,GO:0005758
ANM1,GO:0022008
ITB1.1.1.m.59423,GO:0071404
KS6A3,GO:0032496
SDCB1,GO:0010718
PRP19,GO:0034450
SPTCB,GO:0016328
SPTN5,GO:0032029
DMBT1,GO:0035375
FAT4.1.1.m.65727,GO:0045177
LAMA,GO:0045886
SYNE1.1.2.m.37063,GO:0019899
SYNE1.2.2.m.54514,GO:0019899
ITB1.1.1.m.21821,GO:0071404
FAT4.1.1.m.34344,GO:0045177
PDIA1,GO:0046598
PGBM,GO:0007420
UNC22.2.7.m.2274,GO:0045214
UNC22.3.7.m.20773,GO:0045214
UNC22.5.7.m.43551,GO:0045214
UNC22.7.7.m.54053,GO:0045214
PLOD3,GO:0032870
PSMD2,GO:0043687
RCC1,GO:0031965
RS5,GO:1990904
COR1B,GO:0044877
ZASP,GO:0061061
SPTCA.1.2.m.1905,GO:0016199
SPTCA.2.2.m.25615,GO:0016199
TBA1A,GO:0055037
UNC22.19.19.m.66288,GO:0045214
TITIN.8.19.m.35861,GO:0007512
TLN1,GO:0017166
U5S1,GO:0071007
HTS,GO:0044853
KAD9.2.3.m.49697,GO:0061567
KAD9.3.3.m.63103,GO:0061567
ARP3,GO:0060271
AT2B3,GO:1905056
PDC6I,GO:0042803
CRB,GO:0016327
TITIN.m.27774,GO:0010737
CROCC,GO:0045724
DYH5.1.2.m.56799,GO:0097729
DYH5.2.2.m.61452,GO:0097729
FAS,GO:0102131
FLNA.2.6.m.11845,GO:0035204
FLNA.2.5.m.37450,GO:0016479
FLNA.3.5.m.38669,GO:0016479
H90A1,GO:0031672
SODC,GO:0005764
ANM1,GO:0031056
ITB1.1.1.m.59423,GO:0071438
KS6A3,GO:0035556
SDCB1,GO:0010862
PRP19,GO:0034613
SPTCB,GO:0030424
SPTN5,GO:0032391
DMBT1,GO:0038187
FAT4.1.1.m.65727,GO:0048565
LAMA,GO:0045995
SYNE1.1.2.m.37063,GO:0030017
SYNE1.2.2.m.54514,GO:0030017
ITB1.1.1.m.21821,GO:0071438
FAT4.1.1.m.34344,GO:0048565
PDIA1,GO:0046982
PGBM,GO:0008022
UNC22.2.7.m.2274,GO:0045989
UNC22.3.7.m.20773,GO:0045989
UNC22.5.7.m.43551,GO:0045989
UNC22.7.7.m.54053,GO:0045989
PLOD3,GO:0032963
PSMD2,GO:0070062
RCC1,GO:0032991
COR1B,GO:0048471
SPTCA.1.2.m.1905,GO:0016323
SPTCA.2.2.m.25615,GO:0016323
UNC22.19.19.m.66288,GO:0045989
TITIN.8.19.m.35861,GO:0008307
TLN1,GO:0030274
U5S1,GO:0071013
HTS,GO:0045169
KAD9.2.3.m.49697,GO:0061568
KAD9.3.3.m.63103,GO:0061568
ARP3,GO:0071346
AT2B3,GO:1990034
PDC6I,GO:0045199
CRB,GO:0016332
TITIN.m.27774,GO:0019899
CROCC,GO:0051656
FAS,GO:0102132
FLNA.2.6.m.11845,GO:0035324
FLNA.2.5.m.37450,GO:0017048
FLNA.3.5.m.38669,GO:0017048
H90A1,GO:0032991
SODC,GO:0005777
ANM1,GO:0034969
ITB1.1.1.m.59423,GO:1903078
KS6A3,GO:0043027
SDCB1,GO:0019838
PRP19,GO:0035861
SPTCB,GO:0030506
SPTN5,GO:0034452
DMBT1,GO:0042589
FAT4.1.1.m.65727,GO:0060122
SYNE1.1.2.m.37063,GO:0031965
SYNE1.2.2.m.54514,GO:0031965
ITB1.1.1.m.21821,GO:1903078
FAT4.1.1.m.34344,GO:0060122
PDIA1,GO:0071456
PGBM,GO:0016525
UNC22.2.7.m.2274,GO:0046872
UNC22.3.7.m.20773,GO:0046872
UNC22.5.7.m.43551,GO:0046872
UNC22.7.7.m.54053,GO:0046872
PLOD3,GO:0033823
PSMD2,GO:1904813
RCC1,GO:0042393
COR1B,GO:0051015
SPTCA.1.2.m.1905,GO:0030707
SPTCA.2.2.m.25615,GO:0030707
UNC22.19.19.m.66288,GO:0046872
TITIN.8.19.m.35861,GO:0010628
TLN1,GO:0030866
U5S1,GO:1990904
HTS,GO:0045170
KAD9.2.3.m.49697,GO:0061569
KAD9.3.3.m.63103,GO:0061569
PDC6I,GO:0046755
CRB,GO:0016334
TITIN.m.27774,GO:0019901
CROCC,GO:0070062
FLNA.2.6.m.11845,GO:0045179
FLNA.2.5.m.37450,GO:0017160
FLNA.3.5.m.38669,GO:0017160
H90A1,GO:0034605
SODC,GO:0005829
ANM1,GO:0035241
KS6A3,GO:0043066
SDCB1,GO:0030036
PRP19,GO:0042802
SPTCB,GO:0031594
SPTN5,GO:0043621
DMBT1,GO:0043152
FAT4.1.1.m.65727,GO:0072006
SYNE1.1.2.m.37063,GO:0034993
SYNE1.2.2.m.54514,GO:0034993
FAT4.1.1.m.34344,GO:0072006
PDIA1,GO:0098761
PGBM,GO:0030021
UNC22.2.7.m.2274,GO:0051015
UNC22.3.7.m.20773,GO:0051015
UNC22.5.7.m.43551,GO:0051015
UNC22.7.7.m.54053,GO:0051015
PLOD3,GO:0042311
RCC1,GO:0043199
COR1B,GO:0051017
SPTCA.1.2.m.1905,GO:0030727
SPTCA.2.2.m.25615,GO:0030727
UNC22.19.19.m.66288,GO:0051015
TITIN.8.19.m.35861,GO:0010737
TLN1,GO:0032587
HTS,GO:0045172
KAD9.2.3.m.49697,GO:0061570
KAD9.3.3.m.63103,GO:0061570
PDC6I,GO:0048306
CRB,GO:0030507
TITIN.m.27774,GO:0030017
CROCC,GO:1903566
FLNA.2.6.m.11845,GO:0045214
FLNA.2.5.m.37450,GO:0019900
FLNA.3.5.m.38669,GO:0019900
H90A1,GO:0042470
SODC,GO:0005886
ANM1,GO:0035242
KS6A3,GO:0043154
SDCB1,GO:0030307
PRP19,GO:0048026
SPTCB,GO:0042062
SPTN5,GO:0045505
DMBT1,GO:0044267
FAT4.1.1.m.65727,GO:0072137
SYNE1.1.2.m.37063,GO:0042692
SYNE1.2.2.m.54514,GO:0042692
FAT4.1.1.m.34344,GO:0072137
PDIA1,GO:1902175
PGBM,GO:0030154
UNC22.2.7.m.2274,GO:0051371
UNC22.3.7.m.20773,GO:0051371
UNC22.5.7.m.43551,GO:0051371
UNC22.7.7.m.54053,GO:0051371
PLOD3,GO:0046947
RCC1,GO:0046982
COR1B,GO:0070528
SPTCA.1.2.m.1905,GO:0031594
SPTCA.2.2.m.25615,GO:0031594
UNC22.19.19.m.66288,GO:0051371
TITIN.8.19.m.35861,GO:0019899
TLN1,GO:0033622
HTS,GO:0045214
KAD9.2.3.m.49697,GO:0061571
KAD9.3.3.m.63103,GO:0061571
PDC6I,GO:0051260
CRB,GO:0032435
TITIN.m.27774,GO:0030018
FLNA.2.6.m.11845,GO:0048149
FLNA.2.5.m.37450,GO:0021943
FLNA.3.5.m.38669,GO:0021943
H90A1,GO:0042803
SODC,GO:0006749
ANM1,GO:0042054
KS6A3,GO:0043555
SDCB1,GO:0030335
PRP19,GO:0061630
SPTCB,GO:0045169
SPTN5,GO:0051260
DMBT1,GO:0045087
FAT4.1.1.m.65727,GO:0072307
SYNE1.1.2.m.37063,GO:0042802
SYNE1.2.2.m.54514,GO:0042802
FAT4.1.1.m.34344,GO:0072307
PGBM,GO:0030198
UNC22.2.7.m.2274,GO:0051782
UNC22.3.7.m.20773,GO:0051782
UNC22.5.7.m.43551,GO:0051782
UNC22.7.7.m.54053,GO:0051782
PLOD3,GO:0048730
RCC1,GO:0051225
COR1B,GO:0071672
SPTCA.1.2.m.1905,GO:0042062
SPTCA.2.2.m.25615,GO:0042062
UNC22.19.19.m.66288,GO:0051782
TITIN.8.19.m.35861,GO:0019901
TLN1,GO:0035091
HTS,GO:0045478
PDC6I,GO:0061952
CRB,GO:0032880
TITIN.m.27774,GO:0030049
FLNA.2.6.m.11845,GO:0051495
FLNA.2.5.m.37450,GO:0021987
FLNA.3.5.m.38669,GO:0021987
H90A1,GO:0043025
SODC,GO:0006801
ANM1,GO:0042802
KS6A3,GO:0043620
SDCB1,GO:0030511
PRP19,GO:0070534
SPTCB,GO:0045170
SPTN5,GO:0051693
DMBT1,GO:0048306
SYNE1.1.2.m.37063,GO:0042803
SYNE1.2.2.m.54514,GO:0042803
PGBM,GO:0043202
UNC22.2.7.m.2274,GO:0060298
UNC22.3.7.m.20773,GO:0060298
UNC22.5.7.m.43551,GO:0060298
UNC22.7.7.m.54053,GO:0060298
PLOD3,GO:0050211
RCC1,GO:0051290
COR1B,GO:0071933
SPTCA.1.2.m.1905,GO:0045169
SPTCA.2.2.m.25615,GO:0045169
UNC22.19.19.m.66288,GO:0060298
TITIN.8.19.m.35861,GO:0021591
TLN1,GO:0036498
HTS,GO:0048134
PDC6I,GO:0070062
CRB,GO:0033157
TITIN.m.27774,GO:0030240
FLNA.2.5.m.37450,GO:0030018
FLNA.3.5.m.38669,GO:0030018
H90A1,GO:0043209
SODC,GO:0006879
ANM1,GO:0043985
KS6A3,GO:0045597
SDCB1,GO:0031965
PRP19,GO:0071006
SPTCB,GO:0048790
SPTN5,GO:0097381
DMBT1,GO:0050829
SYNE1.1.2.m.37063,GO:0045211
SYNE1.2.2.m.54514,GO:0045211
PGBM,GO:0044267
UNC22.2.7.m.2274,GO:0071688
UNC22.3.7.m.20773,GO:0071688
UNC22.5.7.m.43551,GO:0071688
UNC22.7.7.m.54053,GO:0071688
PLOD3,GO:0060425
RCC1,GO:0051301
COR1B,GO:0071944
SPTCA.1.2.m.1905,GO:0045170
SPTCA.2.2.m.25615,GO:0045170
UNC22.19.19.m.66288,GO:0071688
TITIN.8.19.m.35861,GO:0030016
TLN1,GO:0045296
HTS,GO:0048135
PDC6I,GO:0070830
CRB,GO:0034332
TITIN.m.27774,GO:0030241
FLNA.2.5.m.37450,GO:0030168
FLNA.3.5.m.38669,GO:0030168
H90A1,GO:0045429
SODC,GO:0006979
ANM1,GO:0044020
KS6A3,GO:0045944
SDCB1,GO:0032435
PRP19,GO:0071007
SPTCB,GO:0050807
DMBT1,GO:0050830
SYNE1.1.2.m.37063,GO:0051015
SYNE1.2.2.m.54514,GO:0051015
PGBM,GO:0050750
PLOD3,GO:0062023
COR1B,GO:0090135
SPTCA.1.2.m.1905,GO:0045478
SPTCA.2.2.m.25615,GO:0045478
TITIN.8.19.m.35861,GO:0030017
TLN1,GO:0051015
HTS,GO:0048477
PDC6I,GO:0070971
CRB,GO:0035002
TITIN.m.27774,GO:0031430
FLNA.2.5.m.37450,GO:0030334
FLNA.3.5.m.38669,GO:0030334
H90A1,GO:0048471
SODC,GO:0007283
ANM1,GO:0045652
SDCB1,GO:0042043
PRP19,GO:0071013
SPTCB,GO:0051693
DMBT1,GO:0051607
SYNE1.1.2.m.37063,GO:0090286
SYNE1.2.2.m.54514,GO:0090286
PGBM,GO:0060548
PLOD3,GO:0070831
COR1B,GO:1902463
SPTCA.1.2.m.1905,GO:0048134
SPTCA.2.2.m.25615,GO:0048134
TITIN.8.19.m.35861,GO:0030018
TLN1,GO:0070062
HTS,GO:0051015
PDC6I,GO:0090543
CRB,GO:0035003
TITIN.m.27774,GO:0031433
FLNA.2.5.m.37450,GO:0030863
FLNA.3.5.m.38669,GO:0030863
H90A1,GO:0048769
SODC,GO:0007566
ANM1,GO:0045653
SDCB1,GO:0042470
PRP19,GO:0072422
SPTCB,GO:0072499
DMBT1,GO:0061844
SYNE1.1.2.m.37063,GO:0090292
SYNE1.2.2.m.54514,GO:0090292
PGBM,GO:0062023
COR1B,GO:2000393
SPTCA.1.2.m.1905,GO:0048790
SPTCA.2.2.m.25615,GO:0048790
TITIN.8.19.m.35861,GO:0030240
TLN1,GO:0070527
HTS,GO:0051016
PDC6I,GO:0090559
CRB,GO:0035088
TITIN.m.27774,GO:0031674
FLNA.2.5.m.37450,GO:0031267
FLNA.3.5.m.38669,GO:0031267
H90A1,GO:0050821
SODC,GO:0007568
ANM1,GO:0045893
SDCB1,GO:0042803
DMBT1,GO:0070062
PGBM,GO:0070062
COR1B,GO:2000394
SPTCA.1.2.m.1905,GO:0050807
SPTCA.2.2.m.25615,GO:0050807
TITIN.8.19.m.35861,GO:0030241
HTS,GO:0051017
PDC6I,GO:0090611
CRB,GO:0035090
TITIN.m.27774,GO:0035995
FLNA.2.5.m.37450,GO:0031523
FLNA.3.5.m.38669,GO:0031523
H90A1,GO:0050900
SODC,GO:0007569
ANM1,GO:0051260
SDCB1,GO:0045121
DMBT1,GO:0070891
PGBM,GO:0072358
SPTCA.1.2.m.1905,GO:0051693
SPTCA.2.2.m.25615,GO:0051693
TITIN.8.19.m.35861,GO:0030506
HTS,GO:0061572
PDC6I,GO:1903543
CRB,GO:0035239
TITIN.m.27774,GO:0042802
FLNA.2.5.m.37450,GO:0031532
FLNA.3.5.m.38669,GO:0031532
H90A1,GO:0051082
SODC,GO:0007605
ANM1,GO:1904047
SDCB1,GO:0045545
DMBT1,GO:1904399
PGBM,GO:0098797
TITIN.8.19.m.35861,GO:0031430
HTS,GO:0072499
PDC6I,GO:1903551
CRB,GO:0035332
TITIN.m.27774,GO:0042805
FLNA.2.5.m.37450,GO:0031852
FLNA.3.5.m.38669,GO:0031852
H90A1,GO:0071688
SODC,GO:0007626
SDCB1,GO:0046875
PGBM,GO:1905907
TITIN.8.19.m.35861,GO:0031433
HTS,GO:0098793
PDC6I,GO:1903553
CRB,GO:0042051
TITIN.m.27774,GO:0043621
FLNA.2.5.m.37450,GO:0032233
FLNA.3.5.m.38669,GO:0032233
H90A1,GO:0097718
SODC,GO:0008089
SDCB1,GO:0046982
TITIN.8.19.m.35861,GO:0031672
HTS,GO:0098794
PDC6I,GO:1903561
CRB,GO:0042052
TITIN.m.27774,GO:0045214
FLNA.2.5.m.37450,GO:0034329
FLNA.3.5.m.38669,GO:0034329
SODC,GO:0008090
SDCB1,GO:0050839
TITIN.8.19.m.35861,GO:0031674
PPR32,GO:0019902
CALM.44.50.m.56751,GO:0005509
CALM.50.50.m.67046,GO:0005509
SH3BG,GO:0017124
GIGA6,GO:0016021
CFA57,GO:0060285
TCTP,GO:0005737
EFCB5,GO:0005509
NRP,GO:0005576
ELDP2,GO:0005576
SCP,GO:0005509
CRB,GO:0045176
TITIN.m.27774,GO:0045859
FLNA.2.5.m.37450,GO:0034394
FLNA.3.5.m.38669,GO:0034394
SODC,GO:0008217
SDCB1,GO:0070062
TITIN.8.19.m.35861,GO:0035995
CRB,GO:0045186
TITIN.m.27774,GO:0048739
FLNA.2.5.m.37450,GO:0034988
FLNA.3.5.m.38669,GO:0034988
SODC,GO:0008270
SDCB1,GO:0099054
TITIN.8.19.m.35861,GO:0042802
CRB,GO:0045218
TITIN.m.27774,GO:0048769
FLNA.2.5.m.37450,GO:0042177
FLNA.3.5.m.38669,GO:0042177
SODC,GO:0009408
TITIN.8.19.m.35861,GO:0042805
CRB,GO:0045494
TITIN.m.27774,GO:0050714
FLNA.2.5.m.37450,GO:0042307
FLNA.3.5.m.38669,GO:0042307
SODC,GO:0010033
TITIN.8.19.m.35861,GO:0043056
CRB,GO:0045570
TITIN.m.27774,GO:0050790
FLNA.2.5.m.37450,GO:0042789
FLNA.3.5.m.38669,GO:0042789
SODC,GO:0016532
TITIN.8.19.m.35861,GO:0043621
CRB,GO:0045746
TITIN.m.27774,GO:0051015
FLNA.2.5.m.37450,GO:0042803
FLNA.3.5.m.38669,GO:0042803
SODC,GO:0019226
TITIN.8.19.m.35861,GO:0045214
CRB,GO:0046621
TITIN.m.27774,GO:0051371
FLNA.2.5.m.37450,GO:0043025
FLNA.3.5.m.38669,GO:0043025
SODC,GO:0019430
TITIN.8.19.m.35861,GO:0045859
CRB,GO:0046664
TITIN.m.27774,GO:0051592
FLNA.2.5.m.37450,GO:0043066
FLNA.3.5.m.38669,GO:0043066
SODC,GO:0019899
TITIN.8.19.m.35861,GO:0048739
CRB,GO:0046665
TITIN.m.27774,GO:0055003
FLNA.2.5.m.37450,GO:0043113
FLNA.3.5.m.38669,GO:0043113
SODC,GO:0030141
TITIN.8.19.m.35861,GO:0048769
CRB,GO:0050821
TITIN.m.27774,GO:0055008
FLNA.2.5.m.37450,GO:0043123
FLNA.3.5.m.38669,GO:0043123
SODC,GO:0030346
TITIN.8.19.m.35861,GO:0050714
CRB,GO:0051301
TITIN.m.27774,GO:0060048
FLNA.2.5.m.37450,GO:0043198
FLNA.3.5.m.38669,GO:0043198
SODC,GO:0031045
TITIN.8.19.m.35861,GO:0050790
CRB,GO:0051642
TITIN.m.27774,GO:0070062
FLNA.2.5.m.37450,GO:0043433
FLNA.3.5.m.38669,GO:0043433
SODC,GO:0031410
TITIN.8.19.m.35861,GO:0051015
CRB,GO:0061024
TITIN.m.27774,GO:0071688
FLNA.2.5.m.37450,GO:0044319
FLNA.3.5.m.38669,GO:0044319
SODC,GO:0031667
TITIN.8.19.m.35861,GO:0051371
CRB,GO:0061336
TITIN.m.27774,GO:0097493
FLNA.2.5.m.37450,GO:0044325
FLNA.3.5.m.38669,GO:0044325
SODC,GO:0032287
TITIN.8.19.m.35861,GO:0051592
CRB,GO:0061541
FLNA.2.5.m.37450,GO:0045184
FLNA.3.5.m.38669,GO:0045184
SODC,GO:0032839
TITIN.8.19.m.35861,GO:0055002
CRB,GO:0098813
FLNA.2.5.m.37450,GO:0045296
FLNA.3.5.m.38669,GO:0045296
SODC,GO:0032930
TITIN.8.19.m.35861,GO:0055003
CRB,GO:0106036
FLNA.2.5.m.37450,GO:0046332
FLNA.3.5.m.38669,GO:0046332
SODC,GO:0032991
TITIN.8.19.m.35861,GO:0055008
FLNA.2.5.m.37450,GO:0048365
FLNA.3.5.m.38669,GO:0048365
SODC,GO:0034465
TITIN.8.19.m.35861,GO:0060048
FLNA.2.5.m.37450,GO:0048471
FLNA.3.5.m.38669,GO:0048471
SODC,GO:0035865
TITIN.8.19.m.35861,GO:0060419
FLNA.2.5.m.37450,GO:0050821
FLNA.3.5.m.38669,GO:0050821
SODC,GO:0040014
TITIN.8.19.m.35861,GO:0071688
FLNA.2.5.m.37450,GO:0051015
FLNA.3.5.m.38669,GO:0051015
SODC,GO:0042493
TITIN.8.19.m.35861,GO:1901897
FLNA.2.5.m.37450,GO:0051020
FLNA.3.5.m.38669,GO:0051020
SODC,GO:0042542
FLNA.2.5.m.37450,GO:0051220
FLNA.3.5.m.38669,GO:0051220
SODC,GO:0042554
FLNA.2.5.m.37450,GO:0051607
FLNA.3.5.m.38669,GO:0051607
SODC,GO:0042802
FLNA.2.5.m.37450,GO:0051764
FLNA.3.5.m.38669,GO:0051764
SODC,GO:0043005
FLNA.2.5.m.37450,GO:0060271
FLNA.3.5.m.38669,GO:0060271
SODC,GO:0043025
FLNA.2.5.m.37450,GO:0070062
FLNA.3.5.m.38669,GO:0070062
SODC,GO:0043066
FLNA.2.5.m.37450,GO:0070527
FLNA.3.5.m.38669,GO:0070527
SODC,GO:0043085
FLNA.2.5.m.37450,GO:0071526
FLNA.3.5.m.38669,GO:0071526
SODC,GO:0043087
FLNA.2.5.m.37450,GO:0072659
FLNA.3.5.m.38669,GO:0072659
SODC,GO:0043209
FLNA.2.5.m.37450,GO:0090307
FLNA.3.5.m.38669,GO:0090307
SODC,GO:0043524
FLNA.2.5.m.37450,GO:0097368
FLNA.3.5.m.38669,GO:0097368
SODC,GO:0045471
FLNA.2.5.m.37450,GO:0097440
FLNA.3.5.m.38669,GO:0097440
SODC,GO:0045541
FLNA.2.5.m.37450,GO:0098794
FLNA.3.5.m.38669,GO:0098794
SODC,GO:0045859
FLNA.2.5.m.37450,GO:0098978
FLNA.3.5.m.38669,GO:0098978
SODC,GO:0046688
FLNA.2.5.m.37450,GO:1900026
FLNA.3.5.m.38669,GO:1900026
SODC,GO:0046716
FLNA.2.5.m.37450,GO:1901381
FLNA.3.5.m.38669,GO:1901381
SODC,GO:0048365
FLNA.2.5.m.37450,GO:1902396
FLNA.3.5.m.38669,GO:1902396
SODC,GO:0048678
FLNA.2.5.m.37450,GO:1905000
FLNA.3.5.m.38669,GO:1905000
SODC,GO:0050665
FLNA.2.5.m.37450,GO:1905031
FLNA.3.5.m.38669,GO:1905031
SODC,GO:0051087
FLNA.2.5.m.37450,GO:2000179
FLNA.3.5.m.38669,GO:2000179
SODC,GO:0051881
FLNA.2.5.m.37450,GO:2001046
FLNA.3.5.m.38669,GO:2001046
SODC,GO:0060047
FLNA.2.5.m.37450,GO:2001224
FLNA.3.5.m.38669,GO:2001224
SODC,GO:0060052
SODC,GO:0060087
SODC,GO:0060088
SODC,GO:0062023
SODC,GO:0071276
SODC,GO:0071318
SODC,GO:0072593
SODC,GO:0097332
SODC,GO:1902177
SODC,GO:1904115
